id_transacao,valor,tempo,fim_de_semana,idade_cliente,tipo_transacao,cidade,perfil,numero_transacoes,fraude
1,1000.0,12.296986261581992,0,37,compra,Natal,Não Aposentado,3,1
2,1000.0,4.574337835029394,1,58,compra,Manaus,Não Aposentado,2,0
3,1000.0,2.6671831703838906,0,54,compra,Brasília,Não Aposentado,5,1
4,1000.0,0.8008086981609299,0,58,compra,Fortaleza,Não Aposentado,5,1
5,1000.0,11.861711551341438,0,44,transferencia,Goiânia,Não Aposentado,5,1
6,1000.0,22.91244944893805,0,25,compra,Teresina,Estudante,5,1
7,1000.0,1.0478215346422006,0,18,compra,Florianópolis,Estudante,2,0
8,1000.0,5.183236529305785,0,59,saque,São Luís,Não Aposentado,4,1
9,1000.0,22.58057911209637,0,30,transferencia,Natal,Não Aposentado,1,0
10,1000.0,13.61431176657861,0,58,saque,Recife,Não Aposentado,4,1
11,1000.0,23.85791650378077,0,75,compra,Porto Alegre,Aposentado,2,0
12,1000.0,22.71391150403544,0,68,compra,Manaus,Aposentado,2,0
13,1000.0,8.778077115123157,1,34,saque,Maceió,Não Aposentado,2,0
14,1000.0,15.271594511858403,0,63,compra,Campo Grande,Aposentado,4,1
15,1000.0,15.002887068928262,0,42,transferencia,Fortaleza,Não Aposentado,4,1
16,1000.0,18.559317360937463,0,24,compra,Maceió,Estudante,3,1
17,1000.0,10.009381067929585,1,18,compra,João Pessoa,Estudante,3,1
18,1000.0,1.0717850971808112,1,75,saque,Belo Horizonte,Aposentado,1,0
19,1000.0,22.69311249927099,0,21,saque,Fortaleza,Estudante,2,0
20,1000.0,7.252987876310731,0,23,compra,São Paulo,Estudante,1,0
21,1000.0,8.707142375347573,0,42,compra,Natal,Não Aposentado,1,0
22,1000.0,3.797794076818443,0,57,compra,Vitória,Não Aposentado,4,1
23,1000.0,1.0923917698512557,1,65,compra,Recife,Aposentado,1,0
24,1000.0,19.488010535874096,1,50,compra,Porto Alegre,Não Aposentado,4,1
25,1000.0,5.640083878024163,0,27,compra,Recife,Estudante,1,0
26,1000.0,11.885220063581931,1,53,compra,Porto Alegre,Não Aposentado,4,1
27,1000.0,8.129791314283633,0,36,saque,Campo Grande,Não Aposentado,5,1
28,1000.0,19.788983198114984,0,72,saque,Brasília,Aposentado,3,1
29,1000.0,3.644320791670455,0,62,transferencia,Vitória,Aposentado,4,1
30,1000.0,12.84880973075321,1,45,compra,Recife,Não Aposentado,2,0
31,1000.0,11.038235630299962,1,52,compra,Salvador,Não Aposentado,4,1
32,1000.0,19.105097812322278,1,36,transferencia,Belo Horizonte,Não Aposentado,1,0
33,1000.0,3.519924314730198,1,71,compra,Vitória,Aposentado,4,1
34,1000.0,18.02711502017262,0,45,saque,Vitória,Não Aposentado,3,1
35,1000.0,22.243492789912494,1,70,transferencia,Cuiabá,Aposentado,2,0
36,1000.0,8.382870959723768,0,27,compra,Rio de Janeiro,Estudante,5,1
37,1000.0,9.362340922559238,0,27,compra,Brasília,Estudante,5,1
38,1000.0,23.364512850895622,0,73,saque,Salvador,Aposentado,1,0
39,1000.0,3.3415792899368792,0,26,saque,Curitiba,Estudante,2,0
40,1000.0,10.159034775566564,0,74,compra,Recife,Aposentado,3,1
41,1000.0,5.179384481876831,0,72,compra,Boa Vista,Aposentado,3,1
42,1000.0,18.758350091925355,0,20,compra,Recife,Estudante,4,1
43,1000.0,6.944448971921334,0,32,transferencia,São Luís,Não Aposentado,1,0
44,1000.0,14.532266452173667,0,56,compra,Natal,Não Aposentado,3,1
45,1000.0,2.421151410160296,0,33,saque,Porto Velho,Não Aposentado,1,0
46,1000.0,3.7325275434426253,1,36,compra,Curitiba,Não Aposentado,1,0
47,1000.0,20.43568271971338,0,20,compra,Goiânia,Estudante,3,1
48,1000.0,9.771821226858908,1,56,compra,Recife,Não Aposentado,4,1
49,1000.0,22.3299107564427,1,67,compra,Macapá,Aposentado,4,1
50,1000.0,2.0741398568810023,0,31,transferencia,Campo Grande,Não Aposentado,4,1
51,1000.0,14.976879942911154,0,44,compra,Belém,Não Aposentado,1,0
52,1000.0,17.557159120369988,0,64,compra,João Pessoa,Aposentado,1,0
53,1000.0,22.976874229785288,1,61,transferencia,São Paulo,Aposentado,3,1
54,1000.0,10.552780603290726,1,54,saque,Fortaleza,Não Aposentado,3,1
55,1000.0,23.738313315592112,0,77,compra,São Luís,Aposentado,4,1
56,1000.0,6.262228188569462,0,74,compra,Fortaleza,Aposentado,2,0
57,1000.0,18.346910018310396,1,68,saque,Brasília,Aposentado,4,1
58,1000.0,3.8351976873658424,0,58,compra,Campo Grande,Não Aposentado,4,1
59,1000.0,20.431010593212115,0,18,compra,Rio de Janeiro,Estudante,3,1
60,1000.0,22.360233827113408,0,77,compra,Boa Vista,Aposentado,3,1
61,1000.0,3.491421575307413,1,18,compra,Natal,Estudante,3,1
62,1000.0,21.363757740801432,0,37,compra,São Paulo,Não Aposentado,4,1
